,AT,V,AP,RH,PE
3370,11.28,43.41,1017.91,81.03,471.42
599,31.35,70.8,1010.11,66.37,432.19
6339,27.19,71.58,1010.85,76.1,436.77
6422,28.75,64.84,1009.61,58.24,441.3
6153,26.12,63.94,1017.97,44.81,441.46
1741,21.92,49.02,1009.29,88.56,443.31
1269,12.42,43.8,1023.13,79.8,466.59
5574,13.26,41.74,1021.89,63.32,473.44
656,28.14,43.21,1011.82,69.32,436.53
6212,25.38,63.87,1018.7,52.48,442.13
8227,26.49,71.73,1010.07,74.48,431.06
3678,14.33,43.41,1015.43,55.4,462.94
1989,23.7,62.91,1012.26,57.89,444.99
7425,29.82,66.51,1010.98,43.57,439.17
7023,9.91,39.64,1010.57,75.82,478.63
4318,10.47,43.14,1010.35,86.86,476.55
3486,10.16,41.79,1021.35,52.4,472.75
1769,22.95,67.79,1009.89,91.69,442.19
5156,21.71,60.77,1017.95,85.07,444.59
533,15.54,41.96,1011.78,97.46,467.1
1494,19.97,59.14,1016.05,70.58,450.06
546,20.72,44.57,1008.96,72.57,449.76
8643,6.99,39.37,1020.19,75.06,487.18
7373,22.64,72.24,1011.07,98.55,434.36
9533,15.67,45.17,1018.73,94.74,462.09
7018,5.84,40.62,1018.58,82.73,482.1
9333,9.62,41.01,1019.43,97.99,467.34
604,13.31,40.1,1014.81,82.11,468.74
3993,24.51,62.08,1022.58,57.44,447.04
8496,14.1,39.16,1008.19,74.05,464.07
7185,8.3,43.13,1020.02,83.11,484.07
5852,11.8,41.2,1017.18,82.71,475.19
7772,26.58,62.39,1006.36,68.98,438.66
8609,28.77,58.33,1013.73,36.6,448.06
9263,14.1,43.34,1012.91,86.45,465.22
8802,7.32,41.22,1015.42,97.25,484.21
1606,26.85,66.86,1006.78,69.4,438.26
7731,26.18,52.36,1013.46,56.65,453.54
2628,29.07,72.51,1009.24,58.38,439.8
1254,29.05,70.32,1011.33,72.5,437.16
3511,8.53,40.77,1009.85,90.95,481.03
9338,19.11,60.29,1017.1,76.62,454.16
3762,16.07,65.46,1013.88,87.11,450.54
5357,17.54,44.58,1016.56,79.0,465.51
2085,27.43,64.96,999.72,67.94,431.21
1325,14.32,44.6,1013.85,68.13,466.36
5611,9.15,44.03,1012.45,81.67,474.26
3282,22.16,65.48,1017.22,70.51,446.0
9296,18.37,44.89,1010.61,86.74,454.37
8199,4.78,42.85,1013.07,94.72,479.09
9149,24.32,58.79,1016.8,65.61,442.78
6322,23.56,51.86,1014.04,73.9,448.04
5739,7.81,39.64,1011.42,86.68,482.22
2663,22.06,64.15,1021.07,68.66,451.44
2997,9.37,42.32,1015.15,82.96,477.57
8742,28.57,69.34,1007.98,65.55,439.46
1298,9.98,41.01,1017.83,98.07,466.05
2251,24.27,74.99,1007.73,82.49,438.26
2017,20.38,66.54,1013.95,77.8,448.93
3197,24.18,59.92,1009.88,79.54,438.85
962,30.15,69.88,1007.2,73.67,434.75
6703,30.71,71.85,1008.07,72.05,425.16
1505,14.01,42.99,1007.12,69.69,469.23
1312,7.69,36.24,1013.08,88.37,482.46
8037,10.72,39.35,1015.35,86.43,480.18
5970,7.96,38.91,1016.35,89.17,482.17
1454,20.11,42.04,1010.79,60.31,464.13
7326,29.36,68.94,1007.5,79.91,431.39
2954,30.24,67.32,1014.07,46.53,437.18
6595,26.3,67.07,1006.26,63.79,433.72
6727,24.57,49.82,1016.82,65.25,452.3
1311,31.7,76.09,1007.06,72.39,441.36
1318,18.03,58.86,1015.99,89.03,450.33
3137,27.77,63.87,1017.97,38.77,444.06
2029,22.95,63.94,1013.91,81.52,438.33
867,18.13,66.86,1012.9,78.84,454.85
6815,23.92,73.17,1011.81,92.33,433.78
7358,11.8,43.22,1008.57,78.01,469.55
993,18.36,62.1,1019.9,79.09,453.5
3163,26.85,69.84,1002.84,81.31,426.58
181,26.23,59.87,1012.93,66.62,447.16
8790,24.43,72.43,1008.03,85.56,434.71
5838,31.09,74.22,1007.56,46.36,430.3
6840,20.25,58.59,1012.99,65.98,452.18
3045,8.36,40.67,1014.99,73.65,489.1
2045,24.44,72.99,1008.38,91.66,435.47
7233,32.15,72.29,1010.13,50.19,435.71
5041,22.31,51.19,1009.38,79.72,444.74
4128,11.1,44.85,1014.27,65.08,477.03
9474,13.89,44.84,1023.66,92.97,466.74
5380,26.2,71.73,1010.14,76.14,430.89
7503,18.34,50.59,1018.42,83.95,457.17
159,19.13,66.86,1012.95,71.24,453.31
5625,14.2,45.51,1015.36,74.85,465.35
5550,16.41,41.48,1016.28,45.19,451.93
4500,14.76,39.64,1010.37,81.99,465.82
2385,29.05,64.84,1011.1,51.39,442.58
1706,29.15,69.48,1008.68,55.78,430.54
1473,28.18,73.88,1005.89,75.41,434.48
769,13.23,42.34,1018.02,97.49,462.21
7183,6.49,38.68,1017.94,64.81,485.95
3173,20.56,43.79,1015.85,45.7,462.11
7678,30.57,69.82,1009.86,52.94,437.62
9278,15.27,39.54,1010.64,81.91,464.49
8666,28.97,78.92,1011.71,88.5,430.98
252,10.87,38.38,1020.85,69.78,477.03
973,13.65,39.28,1012.97,79.64,471.91
7284,22.98,51.95,1006.83,74.92,454.63
8818,11.46,39.3,1019.53,76.86,475.51
2560,22.96,45.01,1012.21,50.81,450.37
3439,15.97,45.01,1016.58,83.24,456.91
1158,21.7,64.44,1014.95,73.33,448.51
3535,16.97,42.86,1013.92,74.8,463.62
7213,21.6,62.52,1017.23,67.87,453.28
1765,28.15,71.94,1006.73,68.21,427.69
7438,26.93,62.44,1011.02,70.05,435.11
5906,11.73,40.64,1020.68,96.98,477.06
724,25.8,44.57,1008.0,52.56,450.48
2569,24.55,58.86,1015.22,60.53,445.8
2508,30.36,68.08,1010.76,51.32,429.97
1088,11.91,40.69,1014.41,83.71,476.71
9288,28.05,62.6,1017.01,46.46,449.73
6603,25.24,66.54,1002.07,81.22,433.86
206,25.3,71.58,1010.18,87.36,433.97
6218,14.04,40.83,1008.98,82.04,469.75
8873,27.1,79.74,1005.43,86.05,431.51
9542,27.3,65.12,1016.24,44.87,442.78
9358,13.7,45.64,1019.18,92.66,467.9
4832,24.94,74.33,1014.3,75.34,435.21
7580,25.68,46.21,1011.01,57.53,442.98
443,10.02,52.75,1021.93,73.68,473.09
8805,32.31,62.04,1010.41,39.39,450.13
260,31.4,71.06,1008.44,74.77,433.34
6993,19.19,63.31,1016.88,66.58,453.16
8045,24.96,77.54,1008.25,80.6,433.4
5640,12.8,41.16,1022.43,86.19,462.72
4176,9.41,34.69,1027.02,78.91,480.87
5090,22.99,61.02,1009.88,81.56,440.85
5122,28.02,71.77,1006.5,72.41,428.58
5488,12.51,49.83,1008.61,94.27,452.84
8761,6.48,36.24,1013.62,92.03,484.65
212,6.14,38.5,1012.4,75.35,489.26
4574,9.59,38.56,1017.01,60.1,481.3
8747,20.57,44.78,1008.89,38.78,465.69
1525,4.97,42.85,1014.02,88.78,482.98
1393,8.55,35.77,1016.15,73.32,481.44
2851,22.06,45.61,1014.3,77.75,455.61
4675,20.58,50.78,1008.87,91.18,445.03
3701,28.72,76.86,999.31,71.74,431.74
3478,11.48,41.14,1027.67,90.5,464.07
9435,19.3,46.93,1014.83,66.71,456.62
8443,20.54,49.15,1021.02,56.0,458.6
4453,25.53,57.17,1010.0,72.57,442.12
5294,23.09,69.13,1010.93,90.07,436.67
6757,20.53,54.9,1016.61,61.28,454.67
8717,11.92,38.25,1013.13,84.92,472.5
4446,24.6,63.78,1017.25,60.33,448.65
3916,28.09,77.95,1017.07,70.98,436.94
7160,13.95,38.73,1003.87,83.94,468.21
562,7.14,44.71,1019.98,71.9,487.71
5748,6.16,38.5,1012.83,93.68,490.92
966,23.1,60.08,1017.69,65.44,451.01
4729,24.85,70.09,1006.56,70.09,439.96
5987,16.58,43.99,1021.81,79.29,458.67
4927,14.79,47.83,1007.27,92.04,463.22
8846,19.93,56.65,1020.7,62.82,456.53
8351,13.08,42.32,1016.63,83.72,462.41
2478,15.19,42.03,1017.38,71.66,462.64
8660,20.66,51.19,1008.81,88.93,447.14
6262,31.33,58.9,1003.77,52.34,439.54
7620,31.26,70.36,1006.49,60.47,438.15
4030,15.86,39.82,1013.12,77.37,466.89
8892,10.11,44.85,1014.2,84.81,478.71
5939,28.79,70.79,1003.83,65.9,425.64
934,29.48,73.21,1000.67,79.35,433.53
2740,23.98,50.32,1008.41,67.75,443.45
2362,12.0,39.35,1015.48,82.51,476.64
6829,15.82,43.34,1014.52,79.07,460.4
3727,12.74,41.5,1012.94,86.28,469.92
2111,29.56,52.84,1006.09,42.17,436.46
4941,17.23,40.12,1013.52,81.55,456.2
7951,20.84,65.06,1016.88,71.93,445.74
682,21.95,59.43,1010.29,74.67,442.84
2877,12.05,40.55,1016.63,100.14,472.19
5104,33.82,72.29,1008.67,46.95,432.13
6904,20.03,62.26,1012.15,82.54,447.4
6704,20.24,56.53,1020.29,77.75,455.25
1366,30.51,59.57,1011.08,61.94,436.92
9165,28.85,66.54,1010.73,43.27,437.79
870,23.85,74.22,1009.99,82.72,441.66
613,20.2,50.9,1011.72,77.63,454.09
3117,10.15,41.46,1019.56,81.79,479.32
5109,8.42,37.49,1009.22,82.15,478.87
2985,25.54,61.08,1013.14,71.15,447.06
8535,17.79,40.12,1012.74,79.03,459.13
2543,14.44,41.2,1015.96,81.97,469.85
3213,29.54,74.99,1005.0,69.69,432.94
428,23.05,65.94,1010.99,69.73,442.39
3992,25.27,69.89,1015.21,79.33,436.33
1358,7.67,42.85,1012.02,93.35,478.94
5725,10.96,45.01,1017.97,95.82,468.64
5659,15.62,41.76,1023.82,66.17,459.72
7836,17.09,42.42,1009.03,72.01,464.11
5813,22.73,43.79,1015.61,42.66,460.2
2405,24.91,58.69,1008.22,82.81,435.96
709,7.3,39.72,1020.85,77.83,485.1
5318,28.66,74.93,1014.04,51.26,440.79
6529,28.32,66.54,1010.28,45.6,436.42
6455,12.65,44.0,1023.03,88.73,471.46
1639,26.93,75.23,1010.19,62.12,434.1
4996,15.75,39.0,1015.91,69.58,460.73
2408,32.63,69.89,1013.85,41.66,425.72
614,5.04,40.64,1021.35,93.63,484.42
4481,30.62,66.54,1004.11,55.36,429.01
7161,8.62,42.49,1009.06,86.93,481.87
8992,13.78,38.47,1015.2,57.8,466.41
7839,13.64,34.03,1018.32,62.2,469.61
138,19.53,66.54,1013.72,81.46,451.19
125,20.01,45.09,1014.21,38.19,453.96
2500,25.79,75.6,1017.46,75.63,434.65
3765,23.59,71.73,1009.69,87.06,435.67
5649,27.2,59.74,1011.99,56.74,440.13
7927,25.06,65.46,1014.37,38.82,443.03
3121,23.63,60.93,1006.41,83.06,439.9
8637,25.13,68.63,1013.57,43.44,446.36
3556,28.5,72.99,1007.02,67.13,433.24
3120,28.08,73.17,1011.19,73.1,430.8
1300,31.49,73.5,1010.71,40.16,432.13
4237,26.14,72.99,1007.49,81.72,433.25
7987,18.09,43.72,1008.64,74.15,453.02
6670,31.73,73.42,1010.8,61.81,430.46
4383,15.86,40.66,1016.23,86.74,455.85
1419,14.27,41.48,1014.83,62.7,458.19
7177,9.96,42.03,1017.78,82.39,477.85
7085,26.82,75.08,1005.93,60.81,441.14
3828,7.91,41.79,1021.86,54.92,479.02
7212,6.77,40.78,1024.86,96.58,478.24
4102,25.85,75.08,1006.24,57.73,444.63
7483,5.89,40.07,1018.99,63.13,493.9
8983,26.95,48.41,1008.53,62.94,436.54
7087,23.95,51.86,1014.24,68.28,449.81
1690,31.77,76.09,1007.4,73.36,431.69
2988,21.89,63.94,1019.55,55.09,447.74
821,17.16,40.55,1000.26,72.21,461.58
8584,16.58,41.79,1006.24,72.95,452.95
3188,15.33,37.2,1013.4,78.99,466.81
8476,13.97,45.01,1017.44,89.15,461.96
9136,22.67,64.15,1021.02,70.49,453.47
2444,17.99,43.79,1016.13,75.63,462.4
2315,28.85,58.33,1013.78,41.39,444.0
7975,22.12,60.77,1018.01,83.87,443.97
780,22.61,59.87,1019.12,66.12,441.2
4533,9.31,41.39,1018.3,93.68,480.25
3932,14.14,39.59,1010.84,96.02,465.23
4668,25.54,49.16,1003.64,47.4,443.55
7983,21.03,59.8,1015.86,76.63,453.86
7516,27.61,59.54,1005.84,71.27,437.85
9177,19.19,50.16,1011.12,99.91,449.52
3249,17.19,58.86,1016.74,85.97,451.87
2012,11.75,35.76,1018.99,57.92,473.01
1572,22.64,59.27,1012.58,83.55,446.2
121,13.83,40.78,1024.85,73.08,458.85
8922,28.62,70.94,1007.38,53.0,432.71
4736,30.4,71.97,1008.42,76.28,430.23
6205,24.56,58.82,1011.42,72.47,442.76
4011,25.88,63.73,1009.48,77.17,438.42
9098,27.42,65.74,1013.43,69.42,440.52
8772,12.56,43.41,1016.93,81.02,467.19
2390,15.33,42.28,1008.19,66.15,465.2
5439,31.2,68.24,1005.71,34.84,428.67
7278,18.07,63.31,1016.65,72.81,456.5
9038,4.93,35.19,1018.04,92.94,486.39
7379,21.09,74.93,1015.11,81.93,443.51
4799,28.75,70.02,1010.33,46.55,440.31
488,25.76,74.87,1010.18,65.15,443.7
739,15.41,42.44,1012.6,86.74,472.28
7692,6.57,42.07,1004.48,74.82,483.86
489,10.28,39.64,1010.45,74.15,477.65
3596,23.2,48.41,1008.64,80.92,444.69
2417,12.07,38.25,1012.67,81.66,470.36
5791,20.68,63.86,1015.73,74.36,447.84
30,13.42,41.23,994.17,95.79,468.82
6478,27.53,70.32,1007.75,49.31,433.72
6418,16.85,50.9,1013.26,83.94,460.68
1811,27.18,71.06,1008.16,86.32,430.66
8911,10.12,41.78,1013.43,73.47,477.67
9376,24.26,42.8,1013.72,61.62,459.65
7048,10.44,37.83,1006.31,97.2,474.42
5286,11.87,40.55,1019.06,94.11,473.79
3476,5.11,39.4,1012.16,92.14,488.56
7272,15.16,50.88,1013.88,100.11,460.03
2811,11.36,38.25,1013.22,86.16,473.55
54,31.12,69.13,1009.61,56.54,429.41
5261,24.19,65.48,1018.8,60.54,443.92
7795,8.33,39.72,1020.24,82.84,479.12
4678,27.91,63.76,1010.27,65.67,435.21
4482,26.02,70.79,1004.21,79.12,428.72
603,25.04,51.95,1005.56,66.53,449.45
9164,12.63,41.48,1009.61,87.69,461.09
9534,23.62,45.87,1007.75,58.69,445.55
7110,15.9,39.99,1007.03,78.49,465.5
6232,24.24,68.3,1018.03,81.51,437.12
1253,14.94,42.77,1018.9,73.95,462.67
8745,17.83,44.92,1025.04,70.58,458.42
2849,21.81,43.77,1011.97,64.72,453.13
2348,10.15,41.17,1019.38,82.3,480.71
816,26.27,58.33,1013.81,60.43,438.82
7614,11.54,45.51,1017.19,83.02,474.73
461,15.42,40.56,1021.23,59.37,469.33
6768,9.6,42.03,1017.66,92.27,474.65
627,20.64,49.21,1014.86,58.47,454.2
6244,22.74,58.12,1015.16,79.58,447.86
4872,28.55,69.84,1003.38,67.26,432.7
5697,14.64,39.58,1011.46,71.9,467.8
9304,11.59,40.05,1014.96,86.22,474.46
8292,23.96,58.33,1013.37,59.97,446.01
1520,18.77,39.54,1009.39,63.35,458.58
4573,25.63,69.89,1015.17,77.42,434.47
1833,22.06,43.43,1010.46,58.01,448.92
1608,21.69,47.45,1007.56,77.2,447.06
3928,12.41,37.92,1008.09,65.23,470.49
850,21.31,69.05,1002.46,73.42,440.97
9218,19.92,48.98,1014.32,64.99,455.57
5429,33.27,66.44,1010.63,43.47,430.11
4342,18.97,44.78,1007.87,47.98,463.46
7784,25.14,63.47,1012.58,70.27,443.93
544,10.8,41.74,1020.24,78.62,479.32
7894,12.11,41.17,1019.46,62.59,475.53
7945,15.34,36.99,1007.87,94.59,464.58
8898,19.68,51.19,1008.64,94.88,452.04
5993,19.27,43.14,1013.17,39.85,463.14
4001,20.19,44.57,1009.2,72.13,454.36
5651,8.46,40.8,1023.57,81.27,485.06
422,13.4,41.58,1020.5,71.17,461.54
8586,20.3,59.8,1015.24,78.75,453.29
8861,24.61,62.39,1006.39,79.08,437.01
5422,9.01,40.77,1022.37,90.3,470.84
2423,26.09,60.23,1010.74,60.88,445.88
7249,27.43,56.85,1011.86,36.76,436.64
7238,22.75,57.76,1017.83,66.54,452.33
3453,23.5,50.23,1017.51,75.15,457.51
8064,30.1,47.93,1002.64,42.06,435.27
567,26.67,70.94,1007.7,56.56,439.13
75,23.82,48.92,1010.48,44.45,446.85
9133,26.73,49.02,1007.75,67.73,438.17
1118,3.73,39.42,1024.4,82.42,488.58
1638,9.66,41.82,1033.19,73.19,477.67
480,26.05,46.21,1011.31,55.25,450.86
1502,6.52,35.57,1025.37,78.32,486.06
3058,28.04,74.33,1013.53,48.65,432.92
6417,12.88,38.53,1010.95,87.16,466.92
2428,34.97,73.56,1006.57,44.69,435.15
3965,18.02,49.78,1003.86,100.09,451.41
9444,30.61,69.13,1009.32,55.17,429.1
8828,32.88,72.29,1008.5,62.74,431.74
1816,23.18,59.04,1011.44,79.28,443.12
8507,22.59,59.43,1005.85,84.02,442.0
6266,12.04,41.58,1018.02,88.91,464.45
9555,26.89,70.32,1012.39,87.17,435.56
1270,29.62,70.02,1010.09,43.1,439.35
5368,18.59,39.54,1008.56,68.61,462.56
6035,24.17,73.18,1011.72,86.1,437.27
6424,13.56,39.52,1016.61,78.35,470.67
5177,18.32,42.18,1002.27,95.99,458.46
5578,7.64,41.17,1020.01,75.14,488.53
5958,28.61,70.36,1006.95,73.06,440.16
4283,28.37,69.13,1010.44,71.93,425.29
8450,30.27,64.69,1006.3,53.69,435.67
5426,9.43,41.4,1028.03,84.98,474.16
5951,20.37,52.05,1012.34,62.57,456.11
5790,30.5,66.75,1017.55,38.2,432.87
6081,17.54,42.42,1008.97,67.67,471.28
7174,29.1,70.4,1003.97,77.57,430.98
147,24.57,51.95,1005.8,70.07,448.15
7364,27.09,73.5,1011.34,76.06,434.31
7741,10.77,41.46,1021.42,87.18,479.22
9370,6.71,40.72,1022.78,80.69,483.11
641,23.64,60.95,1014.92,64.91,447.86
7474,30.32,74.22,1008.31,53.14,429.36
9384,10.77,41.54,1019.94,71.13,477.81
9160,22.05,48.14,1015.81,69.94,447.37
5502,9.38,44.77,1020.41,85.26,473.9
9429,30.16,69.34,1007.67,57.69,433.54
4130,24.51,58.79,1016.11,61.7,443.5
2826,24.66,66.49,1010.83,70.06,438.01
8035,14.41,43.13,1016.32,59.55,467.46
9027,20.37,54.9,1016.94,65.86,453.94
460,28.15,72.99,1007.62,70.03,431.83
758,5.72,39.33,1009.96,95.4,490.76
1918,26.87,69.23,1012.71,54.54,433.89
2823,15.37,41.96,1011.58,96.76,466.02
1547,24.2,59.43,1009.69,62.3,440.66
3054,34.66,74.33,1012.0,32.19,425.89
6574,16.24,41.93,1021.66,44.91,467.69
7775,16.16,52.05,1013.19,75.37,463.09
9341,8.94,41.74,1022.55,90.74,483.53
1543,14.77,39.16,1016.12,81.88,470.39
9176,15.91,71.14,1019.7,72.65,458.15
835,10.8,41.66,1013.79,81.96,475.51
5650,15.09,40.89,1010.15,92.0,466.47
4808,22.83,59.43,1005.51,83.93,440.76
229,9.38,40.46,1019.29,75.77,474.1
4263,31.35,68.67,1005.26,66.85,433.73
8161,24.04,59.43,1007.6,76.98,437.51
3938,25.5,63.56,1013.85,64.69,442.28
6664,22.94,58.05,1012.27,80.12,433.77
6786,13.42,40.78,1025.03,77.51,459.04
859,21.44,60.32,1015.2,81.1,448.84
5479,21.19,67.71,1006.65,56.28,441.71
5500,5.18,40.27,1010.84,81.64,489.1
1363,18.81,52.08,1005.77,98.86,450.72
3812,24.96,65.18,1012.68,76.19,436.24
7219,25.14,64.63,1020.63,54.0,446.63
7817,25.38,71.73,1009.97,72.6,434.44
2721,18.1,45.0,1023.05,48.41,465.46
8105,16.38,47.45,1010.08,88.86,450.69
8868,7.52,39.61,1018.61,78.96,481.54
2723,10.48,36.71,1023.18,81.37,473.3
2400,30.17,64.79,1017.06,43.81,439.75
5589,25.96,63.78,1016.95,49.47,443.8
5784,6.58,40.07,1014.22,55.44,493.72
3620,29.86,59.57,1011.24,64.02,439.44
8521,22.7,48.14,1014.06,60.09,448.96
6734,8.51,40.78,1023.51,89.84,471.11
2943,19.05,62.96,1020.48,83.04,454.26
8839,21.0,66.86,1013.06,59.7,451.89
4787,29.22,75.23,1010.49,48.73,438.57
1986,30.29,71.58,1010.01,54.03,434.27
4115,18.17,66.86,1011.29,78.48,452.77
8226,25.47,70.36,1005.79,77.73,437.02
5629,22.28,60.27,1018.98,84.12,443.44
4241,9.77,41.44,1017.69,78.26,481.74
7109,10.13,38.16,1013.57,79.04,474.92
4117,22.18,62.39,1007.84,85.74,452.31
3138,29.49,70.98,1007.83,79.08,434.43
356,24.26,67.69,1008.48,66.74,437.4
1076,28.35,70.32,1009.22,47.13,427.21
6693,7.97,38.5,1013.84,72.36,487.19
7356,19.79,60.1,1010.47,84.04,452.41
892,26.18,68.08,1012.92,55.7,436.51
1108,20.89,67.71,1006.12,59.12,445.39
5445,26.45,74.33,1013.81,61.7,433.16
7607,18.55,41.1,1002.02,65.16,459.97
3211,14.18,53.82,1016.9,64.57,465.25
6056,22.68,58.82,1010.11,82.8,443.86
5242,27.66,76.86,1001.31,69.47,436.64
5227,23.25,69.45,1013.85,70.14,437.18
3145,27.51,73.77,1002.42,90.88,436.91
8017,30.12,69.68,1012.89,60.64,436.34
4634,21.05,61.87,1009.69,62.81,449.05
7933,21.39,62.96,1019.49,72.24,452.68
4657,17.77,43.72,1009.01,77.7,456.34
3274,13.58,39.28,1016.17,79.17,472.17
760,13.21,40.56,1018.12,64.49,475.86
3871,10.59,41.46,1016.87,85.7,480.83
7463,16.11,44.92,1025.37,79.85,460.99
3607,24.0,75.23,1010.69,72.46,443.78
4484,26.06,67.83,1009.26,66.37,432.28
6853,5.57,42.85,1013.55,92.14,488.85
5363,14.37,40.56,1021.67,68.18,470.19
5170,19.77,56.65,1020.67,66.33,457.09
4126,29.79,68.24,1009.19,65.49,428.44
429,10.48,37.5,1009.81,95.26,474.57
6159,29.65,74.9,1003.22,71.09,433.32
6012,26.38,70.47,1007.36,76.91,434.02
7859,4.97,38.91,1018.99,89.86,489.96
7022,30.28,67.22,1014.39,53.32,447.67
7878,13.01,41.49,1019.82,92.86,466.5
4235,7.95,40.72,1023.7,84.19,486.14
5935,8.07,41.17,1019.4,86.43,484.54
6344,32.96,68.31,1010.39,42.33,443.57
1708,6.93,41.14,1027.18,84.67,479.06
6258,20.59,59.8,1015.27,77.94,453.83
7137,9.94,41.44,1015.21,87.02,481.24
734,26.2,65.18,1011.42,47.82,440.07
5817,25.09,65.38,1009.99,54.28,453.58
2607,7.05,43.65,1018.41,72.36,480.47
5932,29.63,69.71,1009.04,67.26,435.27
2003,7.79,43.13,1019.67,85.35,484.42
7162,25.88,74.67,1016.66,81.09,434.81
8097,9.51,43.79,1016.02,79.81,481.12
4169,22.37,41.54,1013.74,72.21,459.06
7558,12.83,41.5,1013.12,86.07,470.87
8487,24.82,74.87,1010.28,73.54,434.46
1549,18.77,58.66,1010.34,87.25,454.54
7045,19.61,45.01,1014.84,64.42,461.97
752,29.15,73.42,1011.43,66.49,432.26
182,11.69,35.76,1019.02,55.6,471.72
5232,11.98,44.6,1018.59,86.71,470.02
3962,13.69,40.83,1008.53,84.81,471.26
9382,18.28,44.2,1018.83,52.88,458.59
4328,30.42,67.69,1006.23,54.19,430.9
7037,18.5,52.08,1006.23,100.09,451.23
5031,20.17,58.12,1015.41,79.47,455.25
4986,17.23,41.1,1002.45,68.88,464.18
8313,5.8,45.87,1009.14,92.06,481.6
4553,31.63,70.17,999.4,59.94,432.07
5299,9.2,40.77,1011.88,89.86,479.82
7618,21.75,65.12,1015.53,66.0,452.89
7996,18.99,44.58,1018.29,54.71,468.35
3454,28.84,74.67,1016.52,67.43,428.98
4253,19.04,51.86,1018.05,79.01,458.64
5909,24.08,49.3,1003.23,70.42,443.46
8403,29.83,71.43,1011.93,55.8,439.34
6868,18.41,65.94,1010.23,84.71,452.66
2868,20.56,60.08,1017.79,78.08,452.8
2285,26.77,68.08,1010.83,63.48,432.91
1177,32.87,71.32,1004.36,54.69,433.15
1585,14.91,46.9,1019.59,98.1,461.73
7712,9.39,39.66,1019.22,75.33,482.16
5839,23.75,60.29,1017.36,64.04,449.57
7671,27.79,71.85,1008.95,87.35,427.67
5686,32.21,70.94,1006.76,47.56,430.06
5037,15.74,71.14,1019.65,65.94,457.29
9209,22.25,51.86,1013.08,83.64,451.04
1945,10.02,39.66,1016.34,79.98,480.05
3683,10.37,39.04,1023.95,81.93,479.35
8791,28.47,69.23,1013.18,40.73,434.12
354,12.75,42.34,1018.17,94.67,465.44
3624,23.66,67.17,1007.24,87.56,443.43
155,13.97,52.05,1012.05,85.36,463.64
1496,24.63,65.38,1010.43,40.68,446.23
3033,19.59,66.54,1012.73,85.84,447.16
4792,27.23,49.16,1004.03,40.8,443.78
8500,27.02,71.25,1000.48,87.86,438.33
9167,8.13,39.99,1011.71,87.89,486.19
8203,14.57,44.84,1023.46,87.2,464.58
1903,30.85,70.94,1007.47,54.79,431.77
8390,23.39,73.5,1011.37,88.48,441.18
9249,12.35,44.2,1017.81,82.49,471.65
6071,12.88,44.71,1018.73,51.95,469.12
5014,17.8,43.72,1008.71,78.5,458.92
3464,14.09,44.47,1029.08,72.36,466.53
587,24.48,64.45,1014.69,51.43,452.82
5215,22.82,60.08,1017.95,65.71,450.86
6430,22.79,69.13,1010.87,91.47,438.08
4430,20.78,58.86,1016.02,77.29,446.2
9437,30.91,76.2,1008.53,58.08,434.94
1343,11.15,41.26,1022.67,81.83,473.57
1993,37.11,68.94,1006.23,31.15,429.25
1686,6.4,39.9,1007.75,86.55,486.03
4373,28.59,68.08,1013.2,42.96,436.7
8061,24.02,77.54,1008.33,83.92,438.52
7250,13.07,40.83,1010.0,84.84,471.19
1004,26.08,70.32,1012.32,89.0,434.24
774,23.51,63.78,1016.1,69.79,446.58
5794,24.44,73.5,1011.49,87.39,437.73
6825,7.57,39.61,1018.66,85.73,480.86
5506,4.81,42.85,1013.96,86.94,479.8
1147,29.41,64.05,1009.82,67.4,444.82
4565,28.22,76.2,1006.11,62.17,437.62
4034,29.51,76.09,1007.39,71.5,432.45
7653,16.45,41.48,1016.64,45.21,454.69
7597,29.75,74.87,1009.1,56.5,435.61
8768,9.04,40.11,1023.3,76.32,473.57
288,10.63,39.61,1020.0,72.42,476.99
4712,19.73,68.63,1012.41,74.12,450.26
8890,28.13,61.25,1013.12,62.57,436.61
2842,26.31,77.95,1012.45,77.22,436.83
1142,7.64,38.18,1017.65,78.51,484.45
1196,11.1,40.92,1021.98,94.14,462.07
9159,24.57,72.24,1011.44,79.19,434.93
40,29.31,68.67,1006.18,63.38,435.57
7434,27.29,64.45,1013.46,45.35,446.94
8048,22.35,58.59,1013.99,79.78,444.04
9491,8.73,36.18,1013.66,77.74,479.25
2840,19.51,44.05,1008.52,78.38,451.7
8540,22.54,51.95,1007.29,79.28,447.29
77,29.92,69.75,1009.12,67.15,441.5
2270,29.58,66.51,1015.57,32.95,435.47
1615,17.9,67.71,1004.3,89.59,449.73
3334,27.34,71.29,1008.32,56.51,434.94
1947,12.54,40.1,1015.73,84.29,475.02
9489,23.34,45.61,1012.73,74.09,455.82
2429,12.32,41.26,1022.42,79.74,470.27
2827,25.53,59.57,1010.65,82.04,445.59
6416,14.09,41.2,1016.45,67.27,472.42
8276,17.03,58.49,1011.91,92.16,460.48
1374,12.75,42.86,1014.9,88.44,475.09
9228,22.24,64.27,1012.97,89.54,443.76
1544,23.28,72.24,1011.3,90.5,434.21
9193,23.42,50.05,1006.79,86.45,441.8
4848,24.82,57.19,1007.82,71.46,439.91
2522,5.89,35.77,1019.78,79.58,479.86
573,20.79,65.59,1014.9,77.0,450.3
