,AT,V,AP,RH,PE
3203,28.21,73.06,1008.26,86.29,430.46
5191,29.17,64.79,1016.43,61.05,441.2
1274,13.63,43.22,1012.71,72.85,464.62
5435,30.21,79.74,1006.82,54.03,430.83
4705,13.94,42.86,1012.35,88.78,471.64
1320,28.28,56.9,1006.38,64.99,445.61
8381,16.0,48.78,1013.9,88.64,458.27
3257,28.14,65.34,1014.44,46.17,443.11
2550,9.76,40.71,1020.88,91.82,470.95
9120,11.44,40.55,1023.37,88.43,477.68
5532,23.57,70.04,1011.06,82.79,437.53
5644,21.06,67.07,1004.9,84.09,446.44
6249,22.61,42.8,1014.24,69.71,460.26
1338,10.41,41.01,1020.12,94.27,472.82
9291,24.97,68.61,1011.0,55.04,453.26
8620,24.01,67.17,1007.44,86.87,443.09
1130,21.83,63.87,1018.93,63.07,452.21
5918,23.51,57.32,1012.55,53.6,444.58
3656,9.29,35.77,1015.34,63.29,475.88
3028,19.24,56.89,1014.29,72.97,452.64
510,16.34,36.99,1006.99,90.06,466.24
2664,27.89,70.94,1007.54,49.18,435.21
9425,26.81,74.9,1003.99,79.88,435.56
2149,14.54,41.16,1000.0,81.34,463.9
2636,8.96,40.02,1031.21,82.32,475.47
2574,18.92,44.63,1020.32,47.81,451.64
2528,19.15,57.76,1019.62,74.89,458.66
8029,13.84,42.18,1015.74,79.76,468.66
1257,15.75,39.99,1007.02,77.44,464.95
8233,11.72,40.55,1020.74,86.22,474.7
5582,18.87,44.06,1013.42,68.78,451.4
7783,32.31,66.44,1009.6,63.92,428.44
3808,22.35,51.43,1011.34,77.33,445.34
8766,24.43,58.2,1017.18,46.84,444.89
4097,21.23,68.08,1012.82,74.57,445.41
8740,13.56,39.58,1011.05,73.62,473.16
2941,9.98,39.66,1017.32,77.78,481.64
7316,12.22,40.78,1024.02,85.46,464.12
6710,14.36,40.0,1016.16,68.79,460.42
5908,21.09,50.9,1012.42,69.09,456.09
9073,24.03,45.87,1007.55,52.48,445.84
4050,8.72,40.72,1023.48,77.87,485.3
2028,16.82,49.15,1020.68,72.07,462.22
6699,18.35,62.1,1019.97,78.36,455.29
3376,16.05,65.46,1013.92,87.99,456.94
5989,21.09,59.8,1016.94,76.95,451.98
8155,28.5,64.84,1011.47,54.41,441.74
97,5.12,40.78,1025.45,96.88,481.28
6015,25.54,48.41,1010.51,55.34,437.58
2833,12.38,44.2,1020.23,81.5,467.04
4298,28.92,66.51,1015.5,34.51,439.09
3820,14.67,42.28,1007.21,65.17,469.02
567,26.67,70.94,1007.7,56.56,439.13
7046,24.81,63.73,1009.34,83.61,440.43
4755,20.03,45.01,1012.73,56.89,460.11
726,15.98,39.64,1009.31,81.21,467.22
3818,13.83,40.2,1013.28,90.44,465.53
7552,15.0,41.35,1006.6,86.95,467.71
4340,8.88,39.66,1015.21,88.29,481.45
8518,5.17,35.57,1026.68,79.86,491.32
3235,26.33,61.41,1011.9,52.1,452.79
2400,30.17,64.79,1017.06,43.81,439.75
967,28.08,59.14,1016.16,58.08,438.83
1445,17.37,58.49,1012.2,91.14,456.29
607,18.77,49.39,1021.06,82.95,454.53
4195,15.59,45.09,1013.41,91.97,457.54
6814,21.17,52.3,1009.36,81.51,447.5
6995,18.53,61.27,1019.84,75.22,454.72
4945,11.58,40.66,1017.0,97.13,466.42
4881,25.2,61.08,1013.04,74.28,447.09
2784,25.63,71.58,1010.14,87.57,433.76
2022,5.79,39.61,1021.64,85.41,489.6
481,25.45,74.33,1015.53,80.95,435.12
3693,6.84,39.4,1011.9,93.75,484.09
515,31.53,70.94,1007.11,50.04,431.84
8213,28.11,70.98,1007.76,85.6,431.83
9115,15.25,39.16,1016.18,79.39,471.05
2048,23.82,60.32,1016.61,75.29,445.0
7913,7.07,37.49,1010.35,87.19,481.58
363,9.53,41.44,1018.01,80.09,481.83
35,15.83,52.75,1024.3,58.34,458.6
3426,20.51,42.23,1013.25,71.83,461.78
9524,20.78,62.52,1017.58,73.3,452.3
6177,24.15,71.73,1009.76,85.16,436.55
3548,29.52,75.33,1002.62,70.64,433.39
474,19.15,44.89,1009.6,74.52,451.09
1246,24.91,69.89,1015.25,82.39,438.29
4428,7.77,41.82,1032.72,72.8,479.4
9053,21.89,45.38,1014.42,68.95,459.45
6268,27.23,44.05,1005.69,58.91,440.2
9183,31.42,70.17,999.3,61.22,430.78
7827,22.38,49.3,1003.56,83.83,441.0
3979,33.73,69.88,1007.21,42.93,434.83
2859,29.64,69.51,1012.13,44.65,428.69
1815,21.89,58.62,1016.15,74.59,450.05
8142,9.48,44.71,1019.12,66.43,478.42
3394,28.26,63.13,1012.0,68.35,440.58
7599,11.88,40.64,1020.5,85.43,470.06
8957,29.23,66.51,1011.11,53.12,439.61
7810,21.47,60.77,1018.06,85.73,444.02
7468,23.39,63.21,1011.91,84.57,448.3
5534,4.59,39.33,1010.85,71.78,494.9
6275,28.8,71.58,1010.51,59.87,434.82
7517,25.92,60.95,1014.62,48.46,442.84
5614,4.61,40.27,1012.32,77.28,492.85
4648,32.33,69.68,1011.95,39.89,439.79
8517,14.07,45.09,1013.32,94.45,462.69
3587,28.62,69.98,1013.3,68.53,432.11
3896,23.0,57.76,1017.64,56.86,451.39
3956,5.72,40.81,1025.78,92.46,487.8
3455,19.41,64.45,1009.44,64.05,452.55
3440,7.98,43.52,1022.45,97.68,481.93
1833,22.06,43.43,1010.46,58.01,448.92
916,20.65,41.67,1012.76,45.27,455.5
5350,10.04,41.62,1013.36,95.17,463.87
3255,22.18,69.05,1002.75,70.84,442.14
3225,15.49,40.89,1007.16,82.16,465.37
6366,10.31,40.67,1017.61,69.61,485.25
2519,8.8,39.42,1025.17,68.72,476.5
8232,9.16,42.44,1014.43,93.67,480.98
2433,24.8,61.02,1009.86,71.75,438.96
4267,31.81,69.88,1007.94,55.91,432.6
4759,24.01,65.18,1012.57,76.02,437.27
3254,14.41,46.18,1016.25,88.88,462.49
8325,4.78,42.85,1013.39,93.36,481.47
8459,11.89,40.03,1019.53,89.48,471.85
7202,30.76,59.57,1010.66,61.76,439.32
3969,25.87,67.79,1011.16,79.88,445.87
918,25.61,47.43,1008.62,54.51,442.96
6668,8.22,40.77,1009.11,95.61,480.38
4482,26.02,70.79,1004.21,79.12,428.72
8729,18.32,39.53,1008.15,64.85,454.44
6713,33.92,77.95,1010.15,58.89,433.01
8947,23.08,61.86,1013.44,84.64,441.44
4318,10.47,43.14,1010.35,86.86,476.55
2565,32.12,69.98,1013.31,54.3,429.86
5699,9.12,41.49,1020.58,96.23,475.69
2386,12.63,48.04,1013.0,100.13,464.6
8666,28.97,78.92,1011.71,88.5,430.98
5625,14.2,45.51,1015.36,74.85,465.35
1266,12.78,41.04,1025.16,85.14,461.61
2905,28.92,72.43,1007.03,66.14,431.5
5626,18.43,56.03,1020.41,60.55,465.17
6332,20.94,44.78,1008.14,35.7,465.57
7203,27.32,76.09,1007.77,74.64,443.13
9406,32.48,69.89,1013.98,46.39,434.13
1817,24.07,73.46,1006.61,73.46,438.41
6942,23.56,49.16,1003.31,66.98,445.36
3357,20.34,59.8,1015.18,80.21,453.54
2251,24.27,74.99,1007.73,82.49,438.26
9429,30.16,69.34,1007.67,57.69,433.54
4709,14.41,40.83,1009.82,80.43,470.13
6004,15.23,44.9,1007.75,81.34,456.07
7545,23.35,63.47,1011.78,84.24,437.87
6698,24.14,59.87,1018.47,57.76,444.04
3283,23.56,60.77,1017.93,76.34,443.13
2770,24.88,73.17,1012.26,84.96,434.85
390,22.46,58.49,1011.5,70.54,448.46
3622,22.04,69.51,1013.25,56.15,446.34
5947,27.78,68.67,1005.59,59.17,439.92
2380,14.57,42.18,1015.13,74.89,465.75
8402,16.34,41.48,1015.92,48.24,453.6
5150,12.27,41.17,1019.41,58.1,475.13
1985,22.86,66.48,1003.77,71.22,435.56
6996,29.56,73.88,1005.77,66.45,436.6
4606,7.29,40.96,1023.01,90.78,488.65
3433,7.61,44.71,1019.41,70.48,485.36
7288,26.63,74.22,1007.44,78.5,434.25
6589,13.2,44.9,1022.43,87.68,468.92
6619,12.29,40.03,1017.62,89.64,472.65
4375,29.86,70.8,1010.22,70.36,437.47
9300,30.17,76.86,998.23,73.61,430.3
4838,15.89,41.7,1018.93,82.68,463.33
6326,7.77,40.27,1010.25,83.65,485.54
8996,26.31,63.77,1014.15,69.36,440.1
4739,17.13,42.86,1014.15,73.6,463.09
998,12.17,40.6,1013.59,88.62,473.76
4665,24.55,67.07,1005.66,63.58,443.39
1528,26.61,72.43,1007.71,75.82,427.61
3099,15.28,44.58,1016.45,83.07,467.92
281,10.56,39.13,1010.19,87.12,463.14
124,22.63,58.41,1013.69,90.32,445.43
2584,27.16,71.32,1007.81,89.07,430.53
4569,8.01,40.02,1031.33,85.01,477.84
778,27.96,73.42,1011.11,71.93,435.93
6574,16.24,41.93,1021.66,44.91,467.69
5319,16.37,52.9,1015.14,73.11,461.15
1571,13.9,40.2,1013.13,89.91,464.17
972,20.31,69.94,1009.7,86.53,446.87
7070,28.66,77.95,1009.56,69.07,431.23
8723,8.6,40.77,1011.8,89.45,480.82
3701,28.72,76.86,999.31,71.74,431.74
5179,16.49,49.39,1018.1,93.13,461.54
1097,11.7,41.16,1019.58,87.49,464.12
7385,20.12,65.94,1009.93,76.24,447.46
9472,6.49,39.33,1010.85,91.85,489.22
9478,26.02,68.67,1006.73,75.19,440.12
1772,33.18,72.29,1009.51,58.35,435.26
432,13.78,41.16,1021.65,75.77,460.44
9187,10.63,44.2,1018.63,90.26,477.19
5044,21.06,62.91,1011.92,75.52,455.22
595,24.01,65.46,1014.17,43.02,443.81
2147,21.48,61.27,1019.29,61.43,450.88
7457,10.2,41.46,1019.12,83.26,480.11
8755,24.51,68.63,1014.15,45.1,447.66
2383,10.24,41.17,1019.73,82.04,479.78
1125,11.58,41.74,1020.41,74.09,478.06
1202,6.8,41.16,1023.17,95.4,477.8
7354,33.63,77.54,1009.82,58.04,431.81
7572,9.13,40.02,1031.08,74.76,473.47
2108,21.53,59.8,1016.46,74.72,454.99
5946,6.05,42.85,1013.09,91.88,485.02
5084,14.85,44.63,1020.67,75.76,460.06
3737,21.92,66.54,1012.49,79.82,443.03
792,8.37,39.99,1010.36,93.26,482.31
4385,15.17,36.71,1013.5,77.44,471.93
7688,18.11,44.85,1014.48,48.94,458.85
1355,24.22,56.89,1013.81,70.02,440.79
2069,21.96,69.94,1011.09,80.27,441.15
1043,16.07,47.83,1006.99,86.49,458.18
1946,27.71,75.23,1010.21,59.75,440.7
7039,19.61,56.53,1019.69,77.13,454.22
1901,14.91,43.34,1015.15,81.56,461.27
9188,26.12,66.75,1017.86,79.02,433.67
963,13.18,40.83,1007.67,95.44,472.36
6451,25.37,58.33,1013.49,51.42,444.46
5380,26.2,71.73,1010.14,76.14,430.89
6046,25.54,69.13,1001.64,90.98,428.74
1596,20.89,70.32,1011.22,89.68,442.5
4297,11.06,41.16,1018.52,89.14,467.46
4063,27.83,72.29,1012.04,48.86,445.73
3661,23.26,64.05,1012.96,88.31,442.75
3242,14.19,39.52,1018.34,77.25,467.14
2214,22.89,62.39,1007.84,88.16,448.13
2650,17.31,58.49,1011.8,92.77,456.84
3589,15.02,41.48,1015.19,58.69,456.04
8692,10.59,41.54,1019.94,72.52,478.74
459,10.8,39.58,1011.99,87.54,478.24
8624,23.11,68.3,1017.83,86.62,437.91
3750,23.51,58.79,1016.44,65.38,445.75
9415,28.15,72.24,1010.88,62.39,431.75
1673,5.79,45.87,1010.23,95.41,480.97
1488,19.93,62.1,1019.94,76.41,450.57
7331,26.96,62.39,1008.14,73.95,437.41
9162,21.73,69.05,1001.31,86.64,439.01
8328,29.4,57.19,1008.34,53.95,436.92
2816,26.85,63.56,1013.25,52.84,444.39
4633,28.11,69.84,1004.68,67.08,427.33
5495,10.62,39.58,1011.9,87.85,479.91
7217,15.82,44.2,1018.96,66.73,460.2
5089,18.23,45.01,1012.24,73.86,454.06
9063,8.95,36.18,1014.08,76.94,478.07
8520,32.32,67.9,1006.08,37.93,428.12
2141,30.96,71.77,1006.26,52.76,425.66
5820,21.11,65.94,1009.83,71.91,448.77
4273,26.62,76.2,1006.06,69.13,437.81
663,28.37,75.6,1017.48,55.19,439.25
3762,16.07,65.46,1013.88,87.11,450.54
8445,9.53,44.03,1008.87,89.99,471.23
1801,6.81,38.56,1016.5,70.99,487.45
1794,11.44,41.39,1019.59,79.95,478.52
2920,28.88,66.56,1006.26,59.15,426.66
5694,28.6,61.86,1011.86,62.13,439.74
6640,23.29,49.3,1003.88,74.12,442.11
5742,18.84,40.79,1005.18,92.46,459.96
3298,11.41,40.62,1015.56,57.62,466.83
171,28.66,50.05,1006.08,47.74,435.94
354,12.75,42.34,1018.17,94.67,465.44
2046,20.26,51.19,1008.9,93.47,448.1
1040,21.16,65.48,1016.99,72.79,446.37
2266,30.57,69.71,1008.94,59.99,439.38
3319,27.76,44.89,1009.4,50.15,442.83
9272,14.79,41.04,1025.32,75.81,456.97
8885,6.4,41.17,1019.54,85.37,488.82
1102,8.25,43.14,1011.3,87.1,479.95
2319,24.05,64.69,1006.63,69.2,438.36
2369,16.68,43.14,1018.39,76.48,459.83
3783,25.67,58.59,1013.0,62.34,451.03
2523,24.03,62.44,1010.96,79.88,430.66
8731,18.59,41.1,1001.93,58.16,459.72
8760,9.28,41.54,1018.33,79.89,482.8
9306,24.37,73.42,1010.19,76.01,440.29
7883,29.58,76.2,1008.37,60.73,433.91
2480,16.57,43.7,1015.67,71.95,465.78
4018,15.81,58.59,1014.41,90.03,456.91
5065,28.55,74.33,1011.77,73.34,426.48
7631,18.16,43.96,1012.78,78.33,465.26
5765,19.89,50.78,1008.85,92.97,446.35
7390,24.93,47.01,1014.28,66.04,455.06
6854,27.92,63.07,1010.75,45.26,442.87
6898,21.75,67.45,1014.89,67.09,445.1
3732,24.91,71.29,1008.29,69.06,437.03
6059,28.01,51.43,1011.6,49.2,449.82
7601,21.11,74.78,1009.71,84.35,442.68
5790,30.5,66.75,1017.55,38.2,432.87
5903,20.65,50.59,1016.22,68.57,455.24
3234,22.75,58.79,1011.44,84.47,445.67
3915,13.42,48.04,1011.63,99.32,461.36
75,23.82,48.92,1010.48,44.45,446.85
1055,24.04,60.77,1017.62,75.23,442.25
456,15.34,40.73,1018.03,86.19,458.55
5515,14.19,43.71,1024.38,83.03,467.8
6719,18.23,58.96,1015.55,69.61,459.12
5812,11.39,43.72,1010.91,98.83,467.8
866,25.77,68.08,1010.99,73.58,433.46
6276,6.38,40.07,1018.53,60.2,492.96
6550,32.18,69.75,1009.94,52.91,438.26
2276,22.34,52.84,1004.05,73.96,449.06
8182,21.55,44.05,1005.69,84.05,443.48
4030,15.86,39.82,1013.12,77.37,466.89
6661,12.19,41.17,1019.43,65.47,475.64
4798,12.72,40.64,1021.11,93.24,475.73
7014,14.2,52.75,1025.64,61.02,465.48
7672,32.72,69.75,1009.6,49.35,437.99
6477,19.88,47.03,1012.27,91.99,456.44
1534,22.8,49.16,1006.4,77.05,439.65
2908,10.57,41.26,1008.32,97.96,472.9
3081,25.03,57.5,1014.96,62.23,449.48
1337,8.57,39.69,1000.91,99.9,474.29
9102,29.87,73.91,1004.53,74.3,431.8
7205,16.98,63.09,1020.44,95.18,450.55
2690,23.97,64.33,1010.54,84.65,443.87
5677,19.2,59.21,1017.84,89.56,450.86
8456,20.14,46.33,1013.24,83.39,453.35
6279,10.82,44.63,1020.64,90.26,473.23
5666,15.74,43.71,1024.7,78.38,462.66
8566,23.47,65.61,1014.57,69.83,447.16
1948,17.66,44.9,1020.5,71.33,457.11
4048,17.93,44.63,1003.54,87.41,458.96
3263,29.77,69.48,1009.8,52.6,432.69
8202,9.84,36.66,1026.7,70.02,477.62
7809,14.42,44.66,1016.1,93.89,461.34
3709,29.34,74.34,998.58,81.55,430.57
7327,9.44,40.0,1015.62,81.16,471.32
9147,6.29,40.78,1024.75,96.37,478.29
8531,17.5,42.23,1013.37,86.87,462.57
5872,25.03,61.86,1012.84,80.85,439.55
2896,25.45,75.23,1011.41,73.33,441.65
5076,8.96,40.05,1015.91,89.4,467.24
7505,15.37,43.34,1014.84,80.37,460.02
1736,30.56,72.39,999.96,69.81,430.85
8637,25.13,68.63,1013.57,43.44,446.36
8238,15.26,46.18,1013.68,98.58,463.6
1193,15.84,41.04,1025.64,63.43,456.21
3703,16.0,42.86,1013.88,81.74,467.5
8063,20.76,51.19,1009.0,87.23,445.0
7734,14.91,40.73,1017.44,86.91,458.99
4878,27.38,70.04,1011.18,72.26,428.88
7666,31.09,59.57,1010.67,60.5,440.08
1976,14.72,38.91,1015.17,61.75,468.87
8463,20.94,44.89,1009.64,75.14,450.71
4926,28.13,56.9,1007.17,51.66,436.95
1688,30.61,67.69,1004.97,47.46,429.8
7895,22.21,69.71,1009.69,96.85,440.14
8581,27.68,69.34,1008.28,70.9,436.37
2473,11.2,41.54,1019.94,67.18,479.03
3173,20.56,43.79,1015.85,45.7,462.11
9492,10.41,44.68,1023.53,91.38,474.7
6490,13.8,42.99,1007.16,67.28,470.93
8982,9.99,36.71,1023.57,83.53,475.85
4132,8.18,40.02,1031.45,73.66,478.81
7212,6.77,40.78,1024.86,96.58,478.24
6721,3.68,39.64,1011.31,84.05,490.02
1091,26.65,74.16,1008.27,94.54,431.47
9507,13.87,42.99,1007.45,81.52,471.12
3456,16.38,45.64,1020.47,89.28,462.58
2635,26.98,72.58,1008.55,78.5,431.12
1638,9.66,41.82,1033.19,73.19,477.67
9424,14.08,41.93,1023.02,59.41,475.15
4850,13.09,39.85,1012.86,58.42,475.89
1737,7.78,40.8,1026.7,85.61,488.54
532,12.81,44.58,1016.49,80.76,475.5
8256,12.51,41.14,1027.36,87.86,463.79
143,14.43,43.5,1021.86,83.14,466.58
7634,5.47,40.62,1018.66,83.61,481.56
2996,20.04,48.92,1011.14,68.92,447.89
1335,14.1,48.92,1011.6,84.39,461.34
494,24.54,65.46,1014.27,40.77,446.26
121,13.83,40.78,1024.85,73.08,458.85
2465,12.2,44.77,1018.64,76.1,469.41
8102,9.15,41.82,1032.88,75.11,477.78
6555,19.71,43.43,1009.58,65.71,456.24
7769,13.9,41.17,1016.84,72.9,468.96
109,20.18,56.53,1020.3,77.1,454.14
6999,8.55,36.25,1029.54,85.23,480.68
1468,24.3,69.23,1013.17,59.91,440.56
3528,16.59,41.79,1006.67,73.9,455.42
743,14.85,45.87,1009.37,84.65,462.67
1264,17.14,58.16,1018.59,77.22,458.61
1178,26.82,66.51,1016.32,55.76,439.48
2737,23.85,69.45,1013.99,60.6,439.67
6386,24.05,70.4,1006.83,92.35,442.07
3448,23.5,54.42,1012.31,68.29,455.38
6480,12.99,42.34,1018.04,96.25,465.98
764,24.66,48.78,1018.39,71.79,449.11
8986,24.8,68.3,1018.01,80.41,436.17
7914,14.8,44.21,1021.59,89.24,466.21
7571,27.04,73.67,1006.82,77.45,431.1
4839,20.12,58.12,1015.47,79.38,453.33
4102,25.85,75.08,1006.24,57.73,444.63
4808,22.83,59.43,1005.51,83.93,440.76
7033,28.62,70.32,1008.87,46.67,431.03
1746,13.69,34.03,1018.45,65.76,469.12
7265,24.1,68.61,1010.97,74.87,443.75
3849,26.53,60.07,1016.55,54.79,438.54
50,21.47,70.32,1011.72,88.36,440.0
896,29.23,72.99,1007.04,63.47,431.0
9098,27.42,65.74,1013.43,69.42,440.52
9342,21.12,47.24,1003.79,70.55,462.41
964,28.44,69.84,1003.25,68.24,426.69
2249,5.21,43.65,1017.64,78.62,486.08
2842,26.31,77.95,1012.45,77.22,436.83
3941,12.93,39.58,1010.93,75.9,473.09
2846,13.69,41.74,1021.19,60.86,471.84
824,9.45,39.04,1023.08,75.81,483.66
5879,23.79,58.49,1011.0,75.39,445.87
4649,9.7,40.71,1025.63,80.34,483.19
8791,28.47,69.23,1013.18,40.73,434.12
9519,27.44,52.3,1008.15,58.92,441.75
7884,27.51,73.67,1005.71,76.75,431.97
3092,26.13,73.21,1002.12,92.02,435.34
7303,25.88,71.73,1010.01,72.8,430.86
8953,10.59,42.49,1009.59,77.36,477.49
407,8.51,40.81,1015.54,83.16,481.02
9335,11.43,40.22,1010.84,81.04,477.5
9289,21.36,52.3,1007.95,79.38,448.13
4520,23.97,64.05,1012.23,90.18,447.44
5848,28.29,47.93,1002.6,53.23,437.13
2387,25.97,69.34,1009.43,88.11,435.02
246,11.97,41.04,1026.42,70.75,468.81
1738,13.21,45.87,1008.58,85.66,463.1
854,18.42,58.95,1016.95,86.77,452.1
3738,19.86,59.14,1016.12,69.32,449.82
597,20.13,40.33,1005.31,85.42,460.09
7645,18.68,59.14,1016.96,77.09,452.85
8676,2.71,39.42,1026.66,81.11,489.3
3327,11.67,41.93,1019.81,82.58,476.1
1425,8.63,39.96,1024.39,99.47,475.79
112,20.09,63.94,1020.82,74.16,449.47
6730,20.95,44.89,1010.48,67.97,450.39
5415,24.86,60.77,1016.85,71.24,440.68
5550,16.41,41.48,1016.28,45.19,451.93
3427,6.99,35.19,1019.32,68.95,480.05
7241,16.54,42.86,1014.85,78.0,465.26
8599,18.87,62.96,1020.55,82.87,455.22
3487,22.91,66.44,1011.23,63.43,444.48
2844,10.14,45.01,1018.12,94.32,473.56
5091,16.3,38.73,1001.79,73.45,465.7
8932,32.02,67.83,1007.77,53.31,426.55
632,21.11,58.49,1011.6,80.44,449.16
749,14.78,42.86,1015.32,84.75,471.17
409,25.04,65.48,1017.66,57.08,440.92
6372,23.21,73.42,1010.34,88.29,439.66
731,26.94,62.91,1011.68,41.3,449.1
9055,27.59,50.05,1005.71,57.03,437.98
5023,20.73,59.87,1019.08,80.48,445.18
189,23.58,58.82,1009.68,81.38,445.01
1988,26.48,73.06,1008.07,90.73,433.31
9457,18.99,44.6,1014.7,40.11,463.48
1111,9.63,40.27,1009.96,81.03,477.38
693,14.99,41.35,1004.56,98.9,466.85
945,31.23,75.08,1004.93,46.19,439.14
6378,22.31,43.43,1010.64,56.44,449.67
2714,10.67,42.02,996.55,99.94,472.65
1331,20.15,65.59,1014.62,79.39,449.84
1389,7.17,39.4,1011.48,90.38,484.33
3109,14.55,44.84,1023.83,87.6,465.14
7711,30.27,64.05,1011.93,65.72,438.68
3736,25.68,67.79,1010.66,69.51,449.04
8005,13.71,45.08,1023.35,82.93,468.43
8789,15.03,42.44,1014.25,94.52,464.91
5746,14.93,39.16,1007.25,72.35,463.2
2285,26.77,68.08,1010.83,63.48,432.91
5112,13.95,71.14,1019.76,75.51,461.18
4866,5.15,40.78,1025.34,95.84,483.03
5058,25.33,48.6,1002.54,68.45,442.48
3138,29.49,70.98,1007.83,79.08,434.43
4241,9.77,41.44,1017.69,78.26,481.74
1326,27.31,59.54,1006.24,71.99,440.13
3280,23.3,48.78,1018.17,75.36,441.08
431,25.56,70.32,1009.07,90.63,433.72
1194,30.93,69.98,1013.33,62.1,432.25
1992,13.47,43.34,1012.75,87.04,468.8
5967,26.9,60.93,1007.1,67.32,435.87
3767,13.55,40.1,1015.7,86.68,474.59
5114,28.1,61.02,1011.28,59.05,437.5
732,18.86,46.48,1007.28,78.47,452.0
7160,13.95,38.73,1003.87,83.94,468.21
6423,27.55,73.68,1013.62,81.13,431.86
7333,15.62,40.12,1013.03,96.26,462.59
9124,28.0,69.05,1000.82,65.24,427.71
1763,28.18,71.85,1008.78,82.88,427.83
1656,29.76,73.56,1008.07,84.85,432.51
7139,22.12,60.37,1008.75,92.13,439.18
4352,13.07,38.47,1015.16,57.26,468.9
4692,28.46,69.75,1009.46,79.75,435.75
2363,10.03,42.18,1017.3,85.99,475.74
279,11.86,39.85,1013.0,66.92,478.29
8638,5.76,45.87,1010.83,95.79,481.4
9455,20.25,55.5,1020.03,69.33,455.13
6781,15.56,41.1,1004.65,84.58,467.32
3294,29.76,57.19,1008.59,51.1,436.21
9253,29.12,67.32,1014.21,48.8,435.2
4958,22.61,44.05,1005.69,76.74,443.45
1803,19.32,52.9,1016.86,68.2,457.66
2828,25.43,60.95,1014.62,51.39,444.65
336,6.72,39.85,1011.84,84.66,489.09
3114,24.81,63.94,1018.76,44.51,444.26
1159,4.86,39.4,1012.73,91.39,488.63
7166,13.52,40.83,1009.94,87.53,470.47
957,16.63,43.77,1012.25,75.09,458.66
1870,24.23,56.89,1012.32,68.04,441.29
5397,24.44,69.13,1011.1,87.62,434.34
4151,25.28,66.25,1009.77,84.55,439.77
5026,13.61,41.16,1020.49,75.09,462.67
6186,1.81,39.42,1026.92,76.97,490.55
2639,14.84,44.63,1019.28,57.37,466.0
2187,17.78,52.08,1006.9,100.09,453.31
2125,28.57,65.27,1013.27,51.11,440.51
7462,17.36,44.63,1020.49,54.21,456.98
3428,9.32,37.73,1022.14,79.49,477.91
6609,27.37,71.06,1008.4,87.52,432.14
8484,21.82,63.9,1014.48,92.53,447.29
2227,25.88,61.47,1007.93,68.71,445.65
6899,29.23,75.6,1017.72,52.26,438.92
3850,13.44,39.64,1013.23,73.43,474.79
8058,7.71,40.77,1021.93,87.04,482.19
738,25.19,63.94,1012.78,75.15,438.73
6994,17.7,48.98,1015.79,83.18,454.41
9125,31.63,65.74,1010.83,50.59,437.54
3348,31.87,68.67,1005.64,48.85,435.66
5414,13.25,49.83,1008.76,88.21,453.8
9373,8.12,43.02,1013.56,85.26,483.55
6780,9.73,38.56,1017.18,61.81,479.78
3324,28.01,64.69,1007.61,58.45,440.23
1561,24.35,58.49,1011.03,70.64,445.6
187,23.81,73.17,1012.13,86.13,438.11
4737,15.25,41.17,1016.0,62.05,468.76
1960,20.98,60.1,1011.07,79.44,450.95
1321,28.6,71.22,1003.15,58.33,443.01
2379,14.46,45.87,1008.26,89.44,458.69
7880,27.89,68.12,1012.78,48.72,435.69
6210,17.7,50.88,1015.44,89.57,456.78
5606,22.69,65.18,1012.47,80.9,441.18
2252,19.21,58.49,1011.7,91.29,452.82
2738,30.89,74.87,1008.99,56.58,432.68
3351,18.34,65.94,1013.27,85.42,451.29
8783,26.44,69.34,1009.55,73.18,440.43
2211,28.69,58.33,1013.67,34.1,448.54
2969,31.35,71.97,1008.29,72.26,430.16
8410,29.14,67.45,1015.51,46.47,433.34
117,22.7,60.84,1019.15,71.48,438.59
3897,19.82,46.63,1013.17,87.1,456.36
7256,12.75,44.2,1017.59,81.22,471.03
3970,19.1,43.79,1016.02,77.34,462.28
7421,24.49,60.27,1018.96,72.62,440.87
8859,18.94,48.7,1008.5,94.83,451.38
5384,10.87,42.02,1002.08,95.22,472.63
9401,32.48,69.75,1009.05,40.47,438.17
6984,21.97,69.23,1012.25,86.45,443.85
6485,5.78,40.62,1016.55,84.98,484.13
3022,14.41,40.71,1016.78,69.77,467.01
9370,6.71,40.72,1022.78,80.69,483.11
5863,28.51,70.02,1010.58,54.68,441.66
6222,29.35,68.51,1007.63,70.67,430.22
3715,11.73,37.92,1008.02,72.68,472.51
7275,30.62,66.75,1017.68,53.68,432.66
418,21.41,50.32,1008.61,84.47,443.63
908,20.46,59.21,1018.42,85.89,445.22
3690,4.27,39.64,1010.99,84.85,487.19
7348,17.81,45.0,1022.32,43.84,471.0
3564,21.23,57.32,1010.99,75.17,443.87
9325,12.54,40.8,1024.56,68.97,479.65
8614,23.07,49.02,1009.07,84.1,444.22
2407,19.95,58.46,1017.45,89.46,447.1
7785,10.42,44.85,1014.18,88.36,479.03
1477,32.26,71.29,1008.41,48.58,431.96
653,15.95,42.24,1017.71,69.32,465.35
2209,20.76,44.58,1017.09,57.47,462.01
9500,21.47,50.12,1009.19,93.68,448.11
237,27.88,68.94,1007.68,75.68,435.04
8888,23.51,70.04,1011.02,81.39,435.78
5624,17.44,44.88,1018.05,68.35,465.72
4014,24.73,69.94,1006.09,59.15,439.86
5268,19.98,49.15,1021.56,63.89,457.54
